"","V1","V2","V3","V4","V5","V6"
"1",-0.152522839626801,0.177956545597169,0.15914439143693,0.0544834899658611,0.0529103462272327,0.0108012010925948
"2",0.299948222396758,0.0268997701584152,0.0113455313845504,0.167304379279019,0.0026895808675493,0.11404166775822
"3",NA,0.23095441364675,-0.00898191837678609,0.127276715235242,0.233730288637862,0.0685320599665982
"4",0.0987016982140296,0.129479649673483,0.0197395898031334,-0.00305570371707983,0.0801737492589091,0.269538464046383
"5",-0.00843374182824669,0.00525470259365501,0.221069262289767,0.0171303471089845,0.0425722681145325,-0.0381714417522404
"6",0.0938846765840514,0.100064470766037,-0.0139196015391629,0.0342677557684417,0.0760523697073394,0.046635071208319
"7",0.0402312751689452,-0.0430291496885067,-0.013891837874958,0.0298396889209465,0.033240997742225,0.192267552186041
"8",0.138774879081959,0.277035687741017,0.409260450786295,0.0200429780761867,0.0928691082680873,0.325561267065536
"9",0.727360476385391,0.112474830385752,0.0912141141232918,-0.0187461762583967,0.0697959585829496,-0.0383030870402831
"10",0.0815833644566731,0.0922221977202556,-0.00494100495930429,-0.0156590194717084,0.066911830675706,0.0882424304009262
"11",0.233205860051676,0.112808647676153,0.179725103397922,-0.00435420691472086,0.112700588154671,0.0392163617431714
"12",0.111986824022592,0.160035546781938,0.0538410321669064,0.0789758986443425,0.0548013683066538,9.85386493467865e-05
"13",-0.103368121896248,0.0465117145246517,0.119026396097744,0.128051702630571,0.0824965335708339,0.170994906531237
"14",-0.0631344097186535,0.0249890659959299,0.0338633567886602,0.132394601631379,0.128880737451902,0.117504808973468
"15",0.241594038398462,0.117121684052397,0.0450917519301083,0.00717767229523245,0.126265017162623,0.0956800964417288
"16",0.0666749745299819,0.374574214834764,0.302164232837954,0.173246642044273,0.118296291798213,0.0945050819969813
"17",-0.010173084606122,0.0266103980849378,0.0261491252193079,0.160168685343801,0.0947535897578033,0.00419152517500236
"18",0.0912015720874423,0.102766519407288,0.077173103431751,0.0365401046437134,0.165828361144036,0.109073708355609
"19",0.0822042467315429,0.0966628868565529,0.038805993324837,0.205976694165892,0.0428957937045673,0.0168773688447399
"20",0.0717706361621447,0.158927389904317,0.0411377429646265,0.158454529982471,0.0622042334986823,0.0903934180570453
"21",NA,0.149604443323934,0.136552786732775,0.0314040584392783,0.0602698585399463,0.0757021968029948
"22",0.1310143148765,0.228464370739559,0.0507439111605471,0.0919669058646398,0.049171145523202,0.17912849185889
"23",0.0693781386393892,0.0890222067065375,-0.0153175250324541,0.0262011732544526,0.0314002688470782,0.176985973513137
"24",-0.219908620549476,0.18854223188749,0.000890337661555632,0.049427804318803,-0.030651987537718,0.0521095656040695
"25",-0.206576936969647,0.22539291899249,0.0539610521048426,0.0894391729618816,0.237546074040286,0.0586373617104872
"26",-0.990700381938395,0.00135174893821996,0.492687555074006,0.07292430183509,0.0228937947572974,0.111745991750645
"27",0.583718076250203,0.0116499713176334,0.0867718956394324,0.0756972591167745,0.0442690664613085,0.0482275439589595
"28",0.0038648586283595,0.236882473232407,0.135436769916029,-0.00693432005057874,0.144474254000392,0.0757999265195764
"29",0.0673043673115926,-0.00300721935949949,0.20560636965174,0.0727837676062477,0.0639273153833599,0.0146198565323357
"30",0.220323344436464,0.0518135501014336,0.233738443571192,0.0436531191902434,0.0881307615595067,0.0528678584745537
"31",0.109597176796589,0.131159908257222,0.0113483437720476,0.115970505969912,0.191188059861864,0.0300807805955021
"32",0.247293562163002,0.111990847953191,0.00342666799128931,0.0796366620863107,0.0719685037341771,0.231818437755828
"33",0.833615509221279,0.239771333327536,0.0746292613449804,0.0827171808531579,0.125067300415345,0.32304379892461
"34",-0.221962504460324,-0.0341120994100935,0.222461776641353,0.0730417799450042,0.0994247660312128,0.0940059265455703
"35",0.195559697809064,0.0684752952580998,0.0211320517469369,0.0507632154621757,0.0423980720222515,0.025416851435392
"36",-0.0462607179896277,0.0494232868002457,0.0132868864032926,0.0260723851640201,0.155810311558223,0.088773746813901
"37",0.0481976601751027,-0.0606752297310348,-0.0154904983978168,0.0807322089233801,0.0651534528487048,-0.0201920264725764
"38",0.436760831808889,0.230071363998152,0.100579578198858,0.0542472983133849,-0.0334744420826967,0.221860495718785
"39",0.126368462489818,0.173305776427332,0.132012462357848,0.0726860823575895,0.00118234240193791,-0.036019322415686
"40",-0.0250575083113379,0.0310382010655835,0.0210539637332448,0.198059341325499,-0.0175860604883699,0.198572596408295
"41",0.0582155032974854,0.261584921897223,0.108011006864275,0.0245403995732898,0.149367365731338,0.136449155893816
"42",0.0614827787231777,0.0557065399908553,0.141985751646826,0.0589725936433818,0.16354148801571,0.105830203797056
"43",-0.0243495180307483,0.19135242421232,0.0372600561800842,0.0686587755519034,0.0113222632416728,0.107625253882175
"44",0.0910549755487264,0.0214342266080597,0.0107931792241336,0.00311515303508083,0.0196668029522649,0.201030732790173
"45",-0.0698679980792313,-0.100456168278625,0.0590867533302421,0.176334280898258,0.0845726122817615,-0.0412477932636119
"46",0.357641200281562,0.188550431942186,0.103590550405197,0.0558377316091367,0.0904869136247457,0.0015588178015723
"47",NA,0.0593858117064994,0.00996064695605909,0.0501866923842666,0.105103948026885,0.171457348613215
"48",0.140495709839972,0.0668914601823482,0.157054007342831,0.07052474251818,0.0209935276404049,0.0433143540367962
"49",0.115628818968769,0.185564196447084,0.105006962338955,0.374351812403931,0.152241234731616,0.068646697063438
"50",-0.234036160723241,0.12572043024879,-0.0317385070855806,-0.0431690937890968,0.0737877568661235,0.0971214205376073
"51",NA,0.186387544077703,0.189759986566404,0.170331660292245,0.203348122372374,0.157776288611853
"52",0.288882508253121,0.115888965500982,0.187693638050301,0.109720721439001,-0.0022480366120667,0.135448535458354
"53",-0.348993173773909,-0.0108245778136852,0.147713639712344,0.0899279088478962,0.110304305204782,0.0293560158441449
"54",0.0142048036623703,0.00396722457263801,0.08029379696585,-0.0167102222897897,-0.019779361587801,0.0163156735389047
